job_title,Company,Area,employer_email,employer_contact_number,Salary,job_highlights,job_description,career_level,Qualification,years_of_experience,job_type,company_website,job_link,job_functions,Industry,search_term,date_posted,date_scraped,jobtick_avgsalary,jobtick_SQL,jobtick_Excel,jobtick_dashboard,jobtick_Python,jobtick_engineerjobs,jobtick_analystjobs,jobtick_scientistjobs
Network Engineer,CK Asset Holdings Limited,Not Specified,,,Not Specified,"['Degree in Computer Science', 'At least 3 years’ experience', 'Knowledge of network security & cyber security']","['Degree in Computer Science or related discipline', 'At least 3 years’ experience in network engineering & information security, with good knowledge & practical working experience of routers, switch, firewall, VPN, cabling & WLAN', 'Knowledge of ', 'n...",Middle,Degree,3,"Full Time, Permanent",http://www.ckah.com,/hk/en/job/network-engineer-100003008800346,"Information Technology (IT), Application Specialist - Network, Security",Property Development,Data Scientist,10/8/2021,22-10-2021,,,,,,1,,
Senior Web Designer,ESD Services Limited (ESDlife),Not Specified,,,Not Specified,"['Focus design for web and mobile application', 'Create wireframe, mockup and prototype', 'Sound knowledge in HTML and CSS is a must']","['You will:', '\xa0 Focus on design both for web and mobile application and participate in product/ application development lifecycle, including product planning, design, deployment and maintenance etc.', '\xa0 Responsible for development of front end, t...",Middle,Degree,4,"Full Time, Permanent",Not Specified,/hk/en/job/senior-web-designer-100003008821292,"Media & Advertising, Production, Design, Web Designer, Information Technology (IT), UI/UX Designer",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,,,,,,
[Strategic Problem Solver] Techie Developer,A.S. Watson Retail (HK) Limited,Not Specified,,,Not Specified,"['/*EXPERIENCE: 2 YEARS', '/*UNIVERSITY GRADUATE IN COMPUTER SCIENCE', '/*APP KNOWLEDGE OF JAVA, JAVASCRIPT, KOTLIN']","['To Put A smile on our Customers’ Faces', '""', 'WHAT', ' do the systems need to do, ', 'HOW\xa0', 'do they do it, ', 'WHO', ' do we need to get\xa0input from, and important thing is ', 'NOT\xa0TO STOP QUESTIONING', '.""', ""Our eLab Technology Team's Mi...",Entry,Not Specified,1,"Full Time, Permanent",https://www.aswatsoncareers.com/,/hk/en/job/%5Bstrategic-problem-solver%5D-techie-developer-100003008812498,"Information Technology (IT), Application Specialist - Software, Technical / Functional Consulting, E-commerce, Software Development",Wholesale / Retail,Data Scientist,10/13/2021,22-10-2021,,,,,,,,
Server support Engineer,Automated Systems (HK) Limited,Not Specified,,,Not Specified,"['Configure system, storage & networking parameters', 'Monitor server system stability', 'At least 3 years hands-on technical experience']","['Responsibilities:', 'Deploy and provide day to day level-2 support of Linux and Windows servers ( both virtual on private cloud platform and baremetal )', 'Configure system, storage and networking parameters for VM deployments on VMware Platform', 'Mon...",Entry,Non-Degree Tertiary,3,"Full Time, Contract",http://www.asl.com.hk,/hk/en/job/server-support-engineer-100003008820152,"Information Technology (IT), Support, Network & System, Technical / Functional Consulting",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,1,,1,1,,
Systems Engineer (Network Planning),CITIC Telecom International Holdings Limited,Not Specified,,,Not Specified,"['IP network develop, testing, design & implement', 'Engineering position in Telecom Industry', 'Double Pay, Bonus, 5-day work, Medical & Dental']","['Responsibilities:', 'Handle IP network development, testing and collect requirements from end user as well as external customers', 'IP network design and implementation of various enterprise applications', 'Responsible for router, firewall and IP netwo...",Entry,Degree,4,"Full Time, Permanent",http://www.citictel.com,/hk/en/job/systems-engineer-network-planning-100003008822945,"Information Technology (IT), Application Specialist - Network, Security, Network & System",Telecommunication,Data Scientist,10/18/2021,22-10-2021,,,,,,1,,
Application Developer,HKT,Not Specified,,,Not Specified,"['Software Applications', 'Java / Web application projects', 'Fresh Graduate Welcome']","['You will be trained to be our ICT technology or management professional by rotations through a wide range of innovation and technology initiatives.', 'Your Role', 'Working as a software engineer with a focus on Java / Web application projects', 'Work w...",Entry,School Certificate,1,Full Time,http://www.pccw.com,/hk/en/job/application-developer-100003008814571,"Information Technology (IT), Application Specialist - Software, Software Development",Telecommunication,Data Scientist,10/14/2021,22-10-2021,,1,,,1,,,
Senior Android Application Developer / Programmer (5-day work),Centaline Data Technology Limited,Not Specified,,,Not Specified,"[""Diploma or above in IT with 3 year's exp."", 'Develop, maintain & test Android apps', 'Medical /Study allowance / Quarterly Bonus, etc']","['To cope with our continuous growth and business expansion, we are looking for energetic and high calibre of candidates to join.\xa0', 'Responsibilities', ':', 'Develop new Android apps;', 'Maintain and test Android apps;', 'Troubleshoot and debug\xa0\x...",Entry,Non-Degree Tertiary,3,"Full Time, Permanent",Not Specified,/hk/en/job/senior-android-application-developer-programmer-5-day-work-100003008794298,"Information Technology (IT), Application Specialist - Software, Software Development, Mobile / Wireless Communications",Information Technology,Data Scientist,10/6/2021,22-10-2021,,,,,,,,
Senior Project Management Officer,MegaHub Limited,Not Specified,,,Not Specified,"['Fin-tech Co./ 5 day work/ flexible work & lunch hr', 'Young & energetic Co./attractive package & benefit', 'Project management in Financial & IT sector']","['Responsibilities:', 'Manage multiple projects, provide status reports and ensure milestones are met on time.', 'Proactively manage all potential project issues / risks, and develop effective resolutions.', 'Develop project scopes, plans, schedules, and...",Middle,Degree,5,Full Time,https://www.megahubhk.com/,/hk/en/job/senior-project-management-officer-100003008821999,"Banking / Finance, Others, Information Technology (IT), IT Project Management / Team Lead, Product Management / Business Analyst",Financial Services,Data Scientist,10/18/2021,22-10-2021,,,,,,,,
Assistant Digital Product Manager - Chatbot,Hang Seng Bank Limited,Not Specified,,,Not Specified,"['University degree in a related discipline', ""Minimum of two years' experience"", 'Proficiency in both Englisg and Chinese']","['Digital Banking', 'If you aspire to unleash your potential in the digital world and fast track your career in this exciting industry, Hang Seng Digital Banking offers opportunities, support and rewards that will take you further.', 'We are seeking high...",Senior,Degree,2,"Full Time, Permanent",http://bank.hangseng.com/1/2/about-us/careers/job-openings,/hk/en/job/assistant-digital-product-manager-chatbot-100003008813856,"Banking / Finance, Investment, Project Finance, Information Technology (IT), Product Management / Business Analyst",Financial Services,Data Scientist,10/13/2021,22-10-2021,,,,,,,,
Programmer (Web/Backend/Python/Java/AI/Blockchain),Comedi Health Technology Limited,Not Specified,,,Not Specified,"['Career Progression in Healthtech', 'Innovative Startup working environment', 'Competitive remuneration package']","['To cope with the digital transformation initiatives in Telehealth & Artificial Intelligence, we are looking for various programmers to develop the platform', 'Responsibilities', '- Responsible for designing and implementing web applications', '- Partic...",Middle,Degree,3,Permanent,Not Specified,/hk/en/job/programmer-web-backend-python-java-ai-blockchain-100003008822687,"Information Technology (IT), Application Specialist - Software, Software Development, Application Specialist - Network",Others,Data Scientist,10/18/2021,22-10-2021,,1,1,,1,,,
Full Stack Developer - Leading Fintech with Westernese company culture,Morgan Mckinley Limited,Not Specified,,['9610 1089'],Not Specified,"['Leading Fintech', 'Hands on in both Front & Backend development lang', 'Westernese Culture']","['Our client is a leading Fintech with their successful track record in developing Crypto-focused hedge fund. To cope with their rapid expansion, they are looking for a full stack developer to join their team.', 'Responsibilities: \xa0', 'Development dut...",Senior,Degree,2,"Full Time, Permanent",http://www.morganmckinley.com.hk,/hk/en/job/full-stack-developer-leading-fintech-with-westernese-company-culture-100003008817764,"Information Technology (IT), Application Specialist - Software, Software Development, Technical Writing",Human Resources Management/Consultancy,Data Scientist,10/15/2021,22-10-2021,,,,,,,,
Senior Low Latency C++ Developer,Eclipse Trading,Not Specified,,,Not Specified,"['Leadership in software design and implementation', ""6 years' experience of C++ development on Linux"", 'Attractive compensation package']","['Senior Low Latency C++ Developer', 'The Low Latency team is responsible for the firm’s market links and algorithmic trading. Our expertise in market structure coupled with the ability to process information correctly with extremely low latency is cri...",Middle,Degree,6,"Full Time, Permanent",Not Specified,/hk/en/job/senior-low-latency-c-developer-100003008824218,"Information Technology (IT), Application Specialist - Software, Software Development, Others",Financial Services,Data Scientist,10/19/2021,22-10-2021,,,1,,,,,
Helpdesk Support Engineer (Native English),Function One Computer Services,Not Specified,,,Not Specified,"['IT Helpdesk Support with fluent English / Hindi', 'Exp. in CS / helpdesk / shipping / forwarding', 'High salary, 5-days work, shift duty']","['Responsibilities:', 'Handle hotline enquiries with multi-languages (Mainly English)', 'Provide first tier helpdesk support', ' includi', 'ng', ' routine call, incident taking, logging and classification to local & Indian customers', 'Initial fast resol...",Entry,Matriculated,1,"Full Time, Permanent, Contract",Not Specified,/hk/en/job/helpdesk-support-engineer-native-english-100003008819322,"Sales, CS & Business Devpt, Call Centre, Customer Service - Supervisor / Officer, Information Technology (IT), Support",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,,,,1,,
OPERATIONS SUPPORT SPECIALIST,Global Logistics System (HK) Co Limited,Not Specified,,,Not Specified,"['Provide on-call support and user training', 'Provide trouble-shooting and problem solving', 'Business travel and shift duty are required']","['Job Responsibilities:', 'Provide on-call support including hardware, software and applications', 'Support local on-site hardware and software installation and provide user training', 'Provide trouble-shooting and problem-solving to ensure total custome...",Entry,Non-Degree Tertiary,2,"Full Time, Permanent",Not Specified,/hk/en/job/operations-support-specialist-100003008820850,"Sales, CS & Business Devpt, Customer Service - Supervisor / Officer, Information Technology (IT), Application Specialist - Software, Support",Information Technology,Data Scientist,10/18/2021,22-10-2021,,,,,,,,
"Assistant Engineer, Network Security Professional",HKT,Not Specified,,['54106137'],Not Specified,"['Professional development on Cybersecurity Service', 'Design, implement & maintain cybersecurity infra', 'Security incident investigation']","['Your role', 'Assist the supervisor to manage entire cybersecurity service', 'Participate in design, implement and maintain cybersecurity infrastructure', 'Liaises with IT security management, compliance and audit to ensure the security, reliability, in...",Middle,Degree,1,Full Time,http://www.pccw.com,/hk/en/job/assistant-engineer-network-security-professional-100003008823703,"Engineering, Electrical / Electronics, Telecommunication / Wireless / Radio, Information Technology (IT), Network & System",Telecommunication,Data Scientist,10/18/2021,22-10-2021,,,,,,1,,
